conv_id,turn,annotator_id,perceived_persona_warmth,perceived_persona_dominance,perceived_persona_curiosity,perceived_persona_structure,perceived_persona_stability,perceived_persona_deference,perceived_persona_humility,emotional_tone,realized_move,apparent_objective,response_implied_expected_reaction
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,4,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,concede,defend,agreement
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,5,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,6,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,concede,defend,agreement
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,7,gpt_pass_1,2.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,agreement
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,8,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,9,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,10,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,2.0,2.0,mixed,clarify,challenge,clarification
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,11,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,12,gpt_pass_1,1.0,2.0,1.0,3.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,13,gpt_pass_1,0.0,3.0,1.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,14,gpt_pass_1,1.0,3.0,0.0,2.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,15,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,16,gpt_pass_1,2.0,3.0,2.0,2.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,17,gpt_pass_1,1.0,3.0,2.0,2.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,18,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,19,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,uncertain
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,20,gpt_pass_1,1.0,2.0,1.0,3.0,4.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,21,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,22,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,1.0,0.0,mixed,assert,defend,agreement
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,23,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,24,gpt_pass_1,1.0,3.0,1.0,4.0,3.0,0.0,2.0,mixed,concede,accommodate,accommodation
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,25,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,26,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,27,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,synthesize,accommodate,clarification
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,28,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,29,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,30,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__ffa9d12962,31,gpt_pass_1,2.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,agreement
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,0,gpt_pass_1,1.0,3.0,0.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,1,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,3.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,2,gpt_pass_1,2.0,3.0,1.0,2.0,2.0,1.0,2.0,mixed,rebut,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,3,gpt_pass_1,1.0,3.0,2.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,escalation
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,4,gpt_pass_1,1.0,3.0,2.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,5,gpt_pass_1,3.0,2.0,3.0,2.0,3.0,2.0,2.0,mixed,clarify,clarify,clarification
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,6,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,7,gpt_pass_1,2.0,2.0,2.0,3.0,3.0,2.0,2.0,mixed,assert,persuade,clarification
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,8,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,9,gpt_pass_1,1.0,2.0,1.0,3.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,10,gpt_pass_1,1.0,2.0,0.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,11,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,12,gpt_pass_1,1.0,3.0,0.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,13,gpt_pass_1,0.0,3.0,2.0,2.0,4.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,14,gpt_pass_1,2.0,3.0,2.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,15,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,16,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,17,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,3.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,18,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,19,gpt_pass_1,1.0,3.0,2.0,3.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,20,gpt_pass_1,0.0,3.0,1.0,3.0,3.0,0.0,1.0,negative,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,21,gpt_pass_1,1.0,2.0,0.0,1.0,2.0,1.0,1.0,mixed,clarify,clarify,clarification
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,22,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,23,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,2.0,1.0,mixed,assert,defend,agreement
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,24,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,2.0,2.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,25,gpt_pass_1,2.0,3.0,0.0,2.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,26,gpt_pass_1,2.0,3.0,2.0,3.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,27,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,28,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,29,gpt_pass_1,2.0,1.0,2.0,1.0,2.0,2.0,3.0,mixed,clarify,explore,uncertain
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,30,gpt_pass_1,3.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e984994c76,31,gpt_pass_1,1.0,3.0,1.0,1.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,0,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,2.0,negative,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,1,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,2,gpt_pass_1,2.0,2.0,2.0,3.0,2.0,2.0,3.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,3,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,4,gpt_pass_1,1.0,4.0,1.0,4.0,2.0,0.0,0.0,mixed,rebut,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,5,gpt_pass_1,2.0,3.0,2.0,3.0,2.0,2.0,2.0,mixed,clarify,explore,clarification
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,6,gpt_pass_1,1.0,3.0,0.0,2.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,7,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,8,gpt_pass_1,1.0,4.0,1.0,3.0,2.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,9,gpt_pass_1,0.0,3.0,1.0,2.0,2.0,0.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,10,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,11,gpt_pass_1,0.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,12,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,13,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,14,gpt_pass_1,1.0,3.0,2.0,3.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,15,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,accommodate,persuade,accommodation
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,16,gpt_pass_1,1.0,4.0,1.0,2.0,3.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,17,gpt_pass_1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,mixed,clarify,defend,clarification
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,18,gpt_pass_1,1.0,3.0,2.0,3.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,19,gpt_pass_1,2.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,20,gpt_pass_1,0.0,4.0,0.0,3.0,3.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,21,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,0.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,22,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,23,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,24,gpt_pass_1,0.0,4.0,0.0,1.0,1.0,0.0,0.0,mixed,rebut,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,25,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,26,gpt_pass_1,1.0,3.0,1.0,3.0,4.0,0.0,1.0,mixed,assert,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,27,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,28,gpt_pass_1,1.0,4.0,0.0,4.0,2.0,0.0,1.0,mixed,rebut,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,29,gpt_pass_1,2.0,3.0,1.0,2.0,2.0,1.0,0.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,30,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,0.0,1.0,mixed,rebut,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__opp_sup__s0__1f840ab0ac,31,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,0.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,0,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,2.0,2.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,1,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,2,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,3,gpt_pass_1,1.0,4.0,1.0,2.0,3.0,0.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,4,gpt_pass_1,0.0,3.0,2.0,3.0,2.0,1.0,1.0,mixed,clarify,defend,clarification
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,5,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,6,gpt_pass_1,1.0,4.0,0.0,3.0,3.0,1.0,0.0,mixed,rebut,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,7,gpt_pass_1,1.0,3.0,2.0,3.0,2.0,1.0,2.0,mixed,assert,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,8,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,9,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,10,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,11,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,12,gpt_pass_1,1.0,3.0,0.0,2.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,13,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,14,gpt_pass_1,1.0,3.0,2.0,2.0,3.0,2.0,2.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,15,gpt_pass_1,1.0,4.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,16,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,17,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,18,gpt_pass_1,0.0,3.0,1.0,2.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,19,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,3.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,20,gpt_pass_1,0.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,assert,defend,uncertain
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,21,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,22,gpt_pass_1,2.0,3.0,1.0,2.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,23,gpt_pass_1,0.0,4.0,0.0,3.0,2.0,4.0,1.0,negative,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,24,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,25,gpt_pass_1,1.0,4.0,0.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,26,gpt_pass_1,2.0,3.0,1.0,2.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,27,gpt_pass_1,1.0,4.0,2.0,3.0,3.0,1.0,0.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,28,gpt_pass_1,0.0,3.0,0.0,2.0,3.0,2.0,1.0,mixed,assert,defend,escalation
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,29,gpt_pass_1,1.0,4.0,1.0,3.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,30,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__death_penalty__self_play__llama3_8b__llama3_8b__sup_opp__s0__2b27b3b9af,31,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,escalation
q1__death_penalty__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__92713bbdfa,0,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__death_penalty__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__92713bbdfa,1,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__death_penalty__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__92713bbdfa,2,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,1.0,1.0,neutral,rebut,challenge,rebuttal
q1__death_penalty__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__92713bbdfa,3,gpt_pass_1,2.0,3.0,2.0,3.0,3.0,1.0,1.0,neutral,assert,defend,rebuttal
q1__death_penalty__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__92713bbdfa,4,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,1.0,1.0,negative,rebut,challenge,escalation
q1__death_penalty__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__92713bbdfa,5,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,2.0,1.0,mixed,assert,defend,clarification
q1__death_penalty__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__92713bbdfa,6,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,clarify,challenge,clarification
q1__death_penalty__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__92713bbdfa,7,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__death_penalty__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__92713bbdfa,8,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,1.0,2.0,negative,rebut,defend,rebuttal
q1__death_penalty__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__92713bbdfa,9,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,1.0,neutral,assert,defend,agreement
q1__death_penalty__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__92713bbdfa,10,gpt_pass_1,1.0,2.0,0.0,2.0,2.0,1.0,2.0,neutral,rebut,challenge,rebuttal
q1__death_penalty__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__92713bbdfa,11,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,1.0,2.0,mixed,synthesize,defend,synthesis
q1__death_penalty__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__92713bbdfa,12,gpt_pass_1,1.0,2.0,1.0,3.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
